date,region,temp_max_c,temp_min_c,temp_avg_c,rainfall_mm,humidity_pct,wind_speed_kmh,sunshine_hours,uv_index,cloud_cover_pct,evapotrans_mm
3/28/2020,North,26.94825078,17.12224706,30.00781325,1.296244078,29.72253069,0.820631887,7.976921513,5,72.99850339,3.739339517
3/29/2020,North,41.68079222,19.55757381,18.07166623,1.289016241,67.92355723,13.35027267,7.331565465,2,46.68869085,1.502841151
3/30/2020,Central,32.44255588,21.29451633,32.76155604,10.66021105,76.26575573,28.1410856,0.849764763,1,0.822584991,3.488553096
3/31/2020,South,25.06847456,16.14672588,22.67538355,5.991141042,41.10270679,22.53788439,9.094122804,9,89.43745832,8.391155255
4/1/2020,North,28.1229678,26.35198086,25.6605883,5.81283956,60.71846208,9.633750528,8.041064867,2,66.52729134,4.58238991
4/2/2020,Central,37.42189604,23.81939919,18.53834509,2.718462007,63.59220193,15.78715737,2.56055728,1,72.61140824,2.198509522
4/3/2020,Central,21.1504575,17.93369775,20.76337492,3.887544607,90.45951799,20.95826625,5.955779254,0,61.1968249,7.183567749
4/4/2020,North,24.15154045,24.16832983,30.54729088,6.166815266,34.19462596,4.634793479,3.073851987,6,91.72907294,8.486434817
4/5/2020,North,25.67126469,8.146868589,30.35399552,1.240256243,83.23673029,2.163865415,8.238768305,5,81.69458816,6.693963128
4/6/2020,East,44.84925321,21.05817435,26.46006149,1.3774095,81.29564176,18.5673588,2.591049962,3,29.60883197,8.024703758
4/7/2020,West,44.8553695,19.55925295,30.76524677,8.600107909,74.72319041,22.11058749,0.241930481,2,34.03365616,8.611482592
4/8/2020,North,25.94868567,19.31941572,36.67901875,1.040215548,43.09402981,15.42616738,5.180410468,5,12.72552046,3.469568707
4/9/2020,East,36.74923948,21.27778232,15.80351234,4.55746581,28.75800215,20.86307383,0.51624174,3,4.781239236,7.224369379
4/10/2020,Central,30.08504051,25.65369764,20.14356978,10.04974129,82.13681469,21.57008393,0.518520043,5,77.98243771,8.364929895
4/11/2020,Central,21.40966043,9.013562188,22.40396144,12.16927361,65.87820644,19.32260549,2.293703689,8,33.00612581,1.111532014
4/12/2020,South,24.29637584,11.27432945,29.42936791,,70.83228842,28.09973468,8.652768052,6,54.06479445,8.31947703
4/13/2020,South,20.14807579,8.211236344,31.64774441,,87.21544593,16.08131075,11.31371852,2,70.54195648,7.354371996
4/14/2020,East,47.55841764,13.23103773,28.83353583,0.593940069,34.64201117,1.708462459,6.151827291,3,71.65868048,5.984669639
4/15/2020,North,38.19241296,29.50838804,32.44302744,1.111325133,40.05821137,16.95503965,8.135532133,8,86.59965144,1.034572332
4/16/2020,Central,23.71322838,16.21591901,26.16125434,2.054718682,55.72795094,19.18167069,0.594768581,5,81.22549843,1.823594301
4/17/2020,Central,40.54027765,20.68952679,34.92172922,5.701664254,50.83771129,10.22353594,9.484241072,1,69.21456262,4.189107491
4/18/2020,South,37.14527641,29.78227049,16.80777163,0.375763358,94.345039,14.18330015,5.379393506,9,20.46457302,2.637024649
4/19/2020,East,25.80030263,21.8000582,30.4963605,1.006528966,48.22385157,23.11478182,5.788446709,7,83.39330824,2.603675425
4/20/2020,North,33.80709159,11.76395085,16.08136589,2.5906158,90.65381398,21.56523737,9.632258686,2,10.96885583,3.722018446
4/21/2020,North,37.09761312,25.71109434,20.77420487,0.31079016,63.84188141,5.328256584,1.398276245,2,23.19821448,1.070985744
4/22/2020,South,30.13432878,20.14270891,16.54394855,1.739591838,32.02001944,7.138391041,5.468054099,4,33.4061862,2.034437358
4/23/2020,North,46.84172683,29.89788709,29.85545659,3.813713841,74.11998151,17.11940502,6.472096409,8,56.51394333,4.824723301
4/24/2020,East,22.65237557,24.61147517,20.26094672,5.924188495,79.56439748,11.71099425,7.361273644,9,94.39886007,7.022722589
4/25/2020,Central,23.52929493,29.88592467,17.2999419,2.779545696,36.91484715,22.51469645,8.489808099,6,57.41796644,5.194550743
4/26/2020,South,43.98493666,27.59720512,34.33402016,2.378960638,55.6281523,3.038826496,7.572867301,7,65.38207456,9.825260996
4/27/2020,North,27.00822169,12.00712139,15.01414407,1.61268695,35.82297412,9.767881211,10.17206012,6,58.7295804,1.289396145
4/28/2020,Central,23.64633834,24.45752468,28.72700284,1.837941561,37.92522288,11.02937461,11.78384523,7,8.504996475,7.205281618
4/29/2020,West,30.83496121,18.95820136,37.98570359,3.104194816,75.18971965,12.91974093,0.202901937,7,30.11877347,6.816660187
4/30/2020,South,24.71391288,10.85496905,34.69953955,2.017409432,61.15081682,22.9898218,4.958887151,1,92.53764098,7.151587877
5/1/2020,South,34.12216856,20.49220036,30.09566838,1.527006174,27.33075439,0.554673394,4.908800448,1,23.69693274,4.749700718
5/2/2020,West,40.5428664,10.06108809,17.57891648,3.906163682,93.2289074,4.338115386,9.005711883,8,41.33119956,4.422388184
5/3/2020,East,41.15648073,24.76427463,34.75475096,22.78576521,75.41450547,16.53562262,3.485937842,3,58.19051723,8.815502627
5/4/2020,South,28.48816454,15.94733928,23.38399825,1.388944196,28.86543981,14.60296409,0.180808361,5,75.42584118,2.418207325
5/5/2020,Central,39.32266143,25.79657558,18.83561578,0.511726767,77.58063707,28.54425519,0.895895743,6,56.50244012,3.740702456
5/6/2020,Central,47.03267952,23.01010349,39.71110029,0.637628377,86.147573,1.675404379,11.08338834,0,44.4246482,2.354350825
5/7/2020,South,20.2077564,27.32401729,17.27774603,3.734373488,54.60914486,8.895432833,11.01865626,7,69.88196399,2.150638811
5/8/2020,East,38.09860107,12.08926068,32.95679312,3.255580728,80.07679335,23.33595854,3.075784815,10,61.01029247,4.598209271
5/9/2020,West,33.98855428,22.19223612,23.8244804,0.451550986,46.16131265,28.84091855,11.23186114,0,50.92391184,9.272325472
5/10/2020,South,31.03883157,27.00527687,36.03364747,2.111054151,,29.82722692,10.51160238,9,58.92316545,9.1804991
5/11/2020,South,25.85767115,13.01198258,28.68227943,7.702219467,95.85356486,8.75087804,8.268186877,7,40.67931214,6.964863667
5/12/2020,East,23.47293217,25.23072254,37.26215401,2.599750621,25.31874214,17.86969362,2.936362896,0,51.24381664,5.487034095
5/13/2020,East,45.78560748,14.26666562,28.85925367,6.089641396,63.21427926,28.73274268,1.420202344,1,44.8930465,6.209516753
5/14/2020,Central,20.85200672,25.94117635,23.08967044,0.189802446,32.16599615,29.31769792,2.012453102,1,99.80356406,6.814797046
5/15/2020,East,33.15684275,19.34149753,39.01305886,2.703867552,68.54232223,3.534547029,2.373444218,3,5.568434862,5.494602719
5/16/2020,Central,25.73514218,22.6553462,26.39870799,6.950833662,25.33413124,10.63314155,9.685734637,1,65.84764418,5.760373683
5/17/2020,South,24.12401425,16.1319257,36.25694895,3.68495532,29.55742373,22.00875379,3.850097624,5,24.23186778,8.24926853
5/18/2020,East,29.87279747,26.16909948,35.99995987,0.485699022,76.49376428,16.77044724,8.135604025,6,37.28135449,8.56108024
5/19/2020,East,28.85114599,10.70960046,29.06475455,8.639042836,84.10234602,17.28344352,9.221048786,0,18.96670187,5.696809629
5/20/2020,West,32.92940938,12.25587666,27.52314465,0.819237373,82.97194415,12.9170999,5.202577576,1,75.20578947,6.204977332
5/21/2020,Central,33.80796232,9.977509582,22.38295514,,37.69563929,25.32859429,2.566990973,6,28.72518868,2.565201723
5/22/2020,Central,34.12193434,28.89086531,29.02187182,0.300697667,25.38504519,1.93468163,5.694338104,2,65.41947799,4.368610719
5/23/2020,East,23.69364736,18.25834537,29.36598575,3.092239761,79.69130095,6.876958678,1.610197901,4,56.84756642,5.888479683
5/24/2020,South,24.78029424,18.50484971,21.00707305,1.429811147,38.38417031,21.09405592,9.785427799,1,42.85698234,4.951271384
5/25/2020,East,29.07653296,14.63277666,35.11869512,14.99385462,48.27528253,24.5799809,9.675811888,2,34.08946865,7.913812788
5/26/2020,Central,22.26238036,18.33346231,23.43723935,9.196036885,45.05374535,29.11980552,11.20689144,10,69.95128543,2.949781113
5/27/2020,West,43.33260797,13.17207367,33.85150908,2.324842291,93.0089321,8.882969218,9.742140266,9,53.74161607,3.056828719
5/28/2020,Central,22.73514207,28.93619076,39.69980621,7.692761201,89.02604443,6.609928783,7.787977313,5,4.708502091,9.333858264
5/29/2020,South,26.39333197,13.79598605,39.88654004,1.094514452,58.11184861,7.751920218,4.532820088,6,73.91288521,2.023123817
5/30/2020,South,37.84315964,28.35984126,36.58286599,2.939279045,82.83039081,7.479893949,5.958556228,3,75.67380201,3.145255428
5/31/2020,West,46.04881949,18.73893632,36.42417592,7.057417233,79.40468706,14.3018076,2.237694826,9,41.85601241,7.662061938
6/1/2020,South,23.77184103,17.61792298,35.14924807,4.614364693,59.32605015,8.511915052,8.082623054,7,1.958222212,5.728090759
6/2/2020,South,32.29402292,25.68406145,32.43159261,,32.01394105,4.176932255,10.01689225,1,19.09026108,2.092941005
6/3/2020,North,28.31885735,18.88166131,19.59955715,3.06638339,81.48197612,1.61014304,8.366036183,3,57.40940327,6.80918017
6/4/2020,Central,33.44244822,13.87185369,17.69922461,1.37376939,74.47607115,7.674874058,11.48312023,4,75.62764024,2.987687188
6/5/2020,South,32.2691472,17.5729131,29.30255552,3.316670094,36.41418519,24.52542278,11.67666307,2,8.511640325,2.719715883
6/6/2020,North,36.17321698,17.6720919,31.91503023,0.584142224,60.50261485,25.33597439,8.357949689,3,67.28846189,3.551982324
6/7/2020,Central,21.19658206,14.49362199,25.01438078,5.657641335,83.03902497,17.73130299,8.95302926,4,50.12871999,4.387660306
6/8/2020,North,43.21330693,17.24866017,38.71827289,21.14734709,81.08921235,11.87141285,3.92802537,4,23.45516837,9.127612002
6/9/2020,North,20.92614131,10.64255002,21.27722789,0.2134655,95.89971333,7.993442849,0.541316849,3,48.60423141,5.574347314
6/10/2020,East,36.02831055,28.68348585,21.2905639,6.291002169,58.81891454,1.183168159,10.30010364,6,6.359985708,2.536902444
6/11/2020,West,42.7947323,22.07961808,36.72148192,7.324173702,85.32116747,29.71134365,8.255250711,1,65.91678657,9.720074405
6/12/2020,North,23.22801554,12.25015671,27.72247406,0.137726876,25.53679555,11.45143562,11.5778618,4,12.57456714,4.447580136
6/13/2020,South,39.0897321,25.36714277,15.89947095,3.515845714,71.90887877,11.18765864,0.00374023,2,2.304176314,9.45899505
6/14/2020,West,25.89055905,13.86013416,19.89789748,8.930229119,45.35658417,11.92314275,8.589320253,8,2.662152365,4.319123807
6/15/2020,North,25.56365936,21.11783277,29.12717886,3.355097028,36.4105508,23.30453718,3.219183695,3,71.11010066,1.777563025
6/16/2020,South,21.24812527,28.11720349,23.14906002,3.548772458,78.89247998,19.75149962,5.33154097,2,24.39226946,6.726567195
6/17/2020,South,30.31203187,24.83600323,27.23488988,21.63079386,52.09420881,28.29742294,5.418337021,10,53.02850152,9.439902069
6/18/2020,North,44.99438829,10.68458792,34.84901339,9.128562075,69.81528347,2.23702398,0.428255189,5,4.58814005,7.311932867
6/19/2020,North,39.72209501,20.00777908,27.37587445,4.027603702,85.62668638,28.82600112,10.22446081,8,4.458212079,1.367698999
6/20/2020,North,35.9223086,23.56878407,26.62922786,2.88819959,,17.68524156,1.061131629,3,84.8242346,3.304087849
6/21/2020,Central,42.92052557,12.44441932,19.40042609,0.852394598,57.09826365,27.88300426,11.43383048,1,70.74732694,6.146300118
6/22/2020,North,43.39635628,10.21193737,18.65732516,7.434402397,70.32941185,22.91841414,6.852182883,7,11.04603261,1.051268305
6/23/2020,West,36.61937264,11.25653001,25.79151641,1.345673947,97.71312878,29.58981432,3.296179463,10,54.79096553,5.824695422
6/24/2020,East,28.6896514,29.19073266,20.2400573,0.026344303,34.26142004,6.389681876,7.664230561,1,15.28764622,8.210973679
6/25/2020,North,44.65544331,26.59109339,25.01085209,0.230417371,44.79562195,15.6202236,11.12832278,3,77.90371135,9.890676061
6/26/2020,North,29.79596002,26.87468953,29.13874593,0.876039733,93.19986504,28.15872024,9.369295544,1,66.82913114,5.811149305
6/27/2020,Central,24.84709206,13.41721741,17.81312828,6.717700403,97.62193772,4.125300017,1.987113433,8,94.63720639,7.116117673
6/28/2020,West,35.6611968,20.28123945,19.9114734,14.68172596,65.71927563,23.40093509,3.718615211,0,56.44287435,2.384453697
6/29/2020,South,22.36406003,18.7265677,36.42861109,5.044662235,26.26390801,27.41867892,1.303214838,0,39.23784922,2.057698308
6/30/2020,North,25.90836609,26.35473602,30.83653793,0.727259017,85.60662282,11.2481474,8.775364463,6,69.57028891,6.786992073
7/1/2020,South,43.73121947,17.27836234,33.62047506,8.01089701,71.03908229,13.29186723,2.411507961,6,59.45197161,2.441302564
7/2/2020,East,31.68545143,19.8336489,27.21572506,6.643630405,63.35411802,24.96162775,8.947431281,7,40.91990682,7.870901453
7/3/2020,North,33.68002444,20.78392696,32.22220624,7.559197734,95.4823587,16.99238471,1.580753738,2,42.00102231,7.237267564
7/4/2020,East,35.08485156,16.16972468,25.83258945,0.799516872,34.7207116,14.35520012,9.150761725,3,14.96704661,4.347094005
7/5/2020,South,33.80296608,8.746621736,18.23895702,2.905121826,50.16355032,8.222058438,6.173520211,10,47.73463809,7.014752193
7/6/2020,North,26.1016748,18.89517052,25.93219541,3.937761478,70.72046962,16.08349381,10.06439159,2,15.44325141,4.342476235
7/7/2020,North,45.65010261,18.85188864,30.65242084,4.529655429,25.34106078,11.27623722,6.227014089,9,17.26123091,6.57172969
7/8/2020,West,39.01668263,8.89869617,21.32266509,4.62002836,88.16651688,14.13378805,2.983322563,1,15.57367946,6.938205483
7/9/2020,West,38.22966345,18.69823804,32.59609,0.053753677,80.63507601,25.50350493,8.171984904,5,48.06745134,7.39624517
7/10/2020,North,43.42680422,19.24515416,18.33852871,12.85053544,42.14734474,25.3674049,3.603832149,2,48.7815757,5.736991044
7/11/2020,East,38.94507171,10.95819404,20.79290824,3.463090527,47.48121662,0.629870328,1.104235738,3,6.368454261,4.331568562
7/12/2020,Central,23.3907517,11.16791873,33.13453657,0.863542396,47.3045101,16.37572303,9.921655472,0,65.01625075,6.555852301
7/13/2020,East,29.50588921,28.60363612,20.87019938,5.813512369,87.86344634,28.52193576,8.754392325,10,16.29221703,5.331769907
7/14/2020,West,30.46093975,12.18841823,30.72592692,0.222245011,48.43531788,13.38093544,0.68938724,7,46.25278493,1.535980339
7/15/2020,West,38.8201387,14.86665419,32.64683325,0.722522478,45.38511422,3.312254605,11.1234017,1,60.83930894,5.40677311
7/16/2020,Central,39.74452379,14.54879652,20.30867564,2.021113356,78.99606307,0.33841808,2.443231852,8,5.470179716,4.301838051
7/17/2020,West,35.58068227,22.46671372,27.62889595,,67.24676418,12.24471339,8.923485295,6,55.62160147,1.515312215
7/18/2020,West,31.19579929,22.1232024,38.55223268,2.162865972,51.22867181,26.30783885,0.262839097,6,91.69887943,1.973107788
7/19/2020,South,44.53518828,28.07992275,29.79514072,1.447769676,67.0541958,26.78165607,5.746429328,0,13.53781714,6.141405264
7/20/2020,Central,35.53780668,16.86119816,15.92768045,5.341908455,92.1192053,19.84984063,3.08146397,1,91.76476322,8.355792482
7/21/2020,West,43.06759886,25.16156266,19.8831006,0.026997622,57.88950109,28.588514,6.661875715,4,81.71254495,5.285705485
7/22/2020,East,45.95792831,16.30333407,35.50592999,4.538170155,25.34583399,2.16785504,3.241976875,10,53.64586721,1.436192511
7/23/2020,West,31.83996882,13.28098355,26.94588552,11.97180762,78.56977265,11.11482502,5.962277905,2,12.52051959,8.578008192
7/24/2020,North,28.14149238,27.60809868,16.74782364,0.65239498,97.8719628,23.77900334,0.135327918,7,72.34781806,6.980586497
7/25/2020,Central,30.41654953,18.64056217,23.97219445,,28.82947094,25.19634923,10.89466345,10,64.74739706,9.240716107
7/26/2020,East,22.31688475,16.59124085,32.85740595,0.819815346,69.62746198,2.744809167,9.702034406,8,66.6131688,9.910948251
7/27/2020,North,29.81106716,27.92386667,33.60158128,2.184800919,54.09080905,17.61461329,0.299623337,3,12.94450227,8.617342914
7/28/2020,North,34.17789556,28.66697236,29.69382706,14.76192217,66.20988484,19.98390625,11.83764646,5,48.95700418,9.193561015
7/29/2020,South,25.76441152,17.93142931,33.79013732,6.180706896,,6.656925248,11.13577772,8,65.35229182,7.916244359
7/30/2020,South,24.9849431,8.432922876,25.60465316,1.781404666,79.98839433,1.000500063,7.913302769,4,46.58362062,9.25415372
7/31/2020,East,28.87588649,8.714170184,26.9114334,1.718617757,31.80890263,0.621355614,4.728640377,6,59.0197184,5.238373009
