sample_id,soil_type,sand_pct,silt_pct,clay_pct,organic_matter,water_retention,bulk_density,ec_ds_m,ph,cec
25,Loamy,59.59985458406117,39.01743248659325,42.56172830664571,,0.4396044905693415,1.408364491515953,0.3356888042507096,6.012709588076801,38.27034350254841
26,Chalky,44.83390028283988,6.6307872112816835,8.644743278223215,4.084088348295902,0.16669903876347414,1.6649622547673482,3.4932600105568774,4.519984249749451,20.6721329124034
27,Silt,67.63898495270877,24.63773923364848,37.00091740608498,5.86686308709648,0.2975292148307787,1.3500092617491033,1.4415258445067936,8.377562033456833,11.306950241570014
28,Peaty,87.4577964896933,47.44466863638287,35.86309155730757,7.905217268691405,0.16479919728769002,1.1402000455084618,3.4520552920000354,4.934418582983088,12.772871802858916
29,Peaty,84.1732248323424,19.083328035196843,41.39174450431596,0.8293381470342971,0.11828094348276808,1.4314644151198856,2.7590068859439376,7.553909201831596,14.303067890222863
30,Sandy,17.748426625200395,13.863109411900943,47.439737569253595,6.475778056981931,,1.218039912430528,2.7239266236558115,6.746465169188444,12.754539661350755
31,Chalky,36.58234188685796,28.458403679965826,27.25490403925936,1.4589928712367979,0.32296098632090253,1.1476963720159252,0.2869733583649552,7.812072223615777,5.463120521058549
32,Sandy,35.050195758037724,25.291161663761155,13.523578678436671,7.576500410096733,0.1312440268783437,1.723025512241597,3.770651676987179,6.562709318471317,35.16717058839306
33,Silt,54.30777510111815,14.877953448795928,55.812756001140905,6.274704395034386,,1.4411528612044606,1.7813187099069654,8.437545847025447,28.832719753523982
34,Peaty,17.233073840332516,15.20462364547936,47.71133795374938,3.483899087691042,0.25702836293436837,1.6402497521873058,0.5226440357531028,6.928067008684161,23.05138134225123
35,Loamy,83.73747829291997,35.90180729109301,34.720284531654826,,0.2704398668618102,1.6207759055718356,3.0905755181703785,6.965634179848784,10.142740443281383
36,Loamy,72.60223258855729,19.531397549478278,24.49911547519872,5.575271117535521,0.29795249506429133,1.0008606031996168,3.4805603899771937,8.183143105249348,6.425062419019168
37,Clay,19.82144515787203,49.371268104917,59.11839947652003,4.70766683668053,0.18985254060242673,1.7086983567338336,3.7250347665399004,5.5320797826364245,18.46185547327699
38,Loamy,30.341481137827557,18.040987443635906,10.14012232555546,7.850346527253023,0.3203096881925678,1.6186908465448995,2.0749947899608183,5.951460176359447,5.186137265289046
39,Peaty,21.445088022457483,29.6550192971399,56.40382065744994,,0.19998652776192094,1.2149985863201445,1.6747773086135194,7.159938912865016,6.999425549005973
40,Clay,48.212469546850116,8.290590396582,27.228065105518056,0.9278492141163928,0.4344068871850534,1.1834676836537674,2.3754052518357893,5.064424873125642,7.569598066152524
41,Sandy,81.20975573136376,29.247102503095892,10.325289373389847,5.959152066599115,,1.0454617523716572,1.2576466490515241,7.738434325668004,33.55290867333248
42,Silt,61.57015036781692,25.72742407465282,25.854533022498153,6.100866096402842,0.29083290089600955,1.0739985088713395,1.6319700051555903,6.867466235922755,30.41646974298582
43,Peaty,58.44212723413725,20.720629718749862,46.23099077624568,6.4259960583643405,0.3127215862671778,1.1556567109935716,2.2022346085936064,7.519791814627582,15.8324205254172
44,Loamy,15.959305674235846,24.333102591999268,28.362507923851922,7.3780983993735125,0.4971485981597178,1.0027820504183642,3.31517566344846,8.461055358306233,15.635883394598498
45,Chalky,82.50355809013,13.030998982703409,32.11695076860347,4.950257295183227,,1.2526644737465602,3.428480303038206,8.407463278141236,17.052298504190354
46,Clay,32.460515780151226,41.910373816511246,50.29027010738222,2.409074241034931,0.12515818453953653,1.7377864878710483,0.6117011664398608,6.290534569856344,24.793773861804162
47,Chalky,82.01075398183029,46.48064843261814,38.853673173446936,5.5375147981003785,0.1690408314266322,1.44419386812402,0.6223917250292877,5.624409080811658,35.105049984504866
48,Loamy,46.32216377418993,42.68733839881139,41.744421379383525,2.922155134390639,0.3384394441695087,1.4644816053548322,0.8184195741418978,7.037210062237725,21.696669290780378
49,Chalky,52.302400964287294,41.219187262807694,13.470962411468728,3.0689581849677277,0.24867005290619018,1.1894453382257077,2.4258813635714134,7.3453860787319964,10.196871897203511
50,Sandy,58.399956655839304,29.677289240209284,18.88503577391215,5.097188259830348,0.4215792599088669,1.1800967872929888,0.8909509052909047,5.678923745646129,10.549095236605824
51,Loamy,33.08076350965777,20.01415101808645,27.619126956111675,2.6679190628847014,0.35642179571991583,1.2938441545758521,2.488947358982474,5.625455960986779,6.995011098476467
52,Chalky,76.84446346789986,12.737144990804666,11.04065511312556,5.708797784951992,0.4962743612556858,1.209736357891929,2.928927436140404,5.359889972294674,30.912748660263563
53,Loamy,86.66795226444596,41.88856646212456,20.35100484125331,6.898371960274317,0.10515355045323282,1.686722863080575,3.4482052256666607,8.137703158758857,18.97366747004434
54,Silt,32.679805592495335,6.955754025664035,50.841949194908,7.8910964986059104,0.2753526439962516,1.1419766445323638,3.482558444603222,4.906540906796998,37.13079950446814
55,Chalky,10.011242278377388,13.145573322541114,6.217542014218541,,0.2630037822009922,1.539891481616322,0.9372825820537497,5.485608127309592,15.852468468357577
56,Loamy,52.049032444258174,23.077949890073654,7.801268276695468,3.9151132961167834,0.27369006768761023,1.391694137845237,1.317638864031079,6.997624972121047,32.940759149665936
57,Chalky,57.42794629042133,13.758010911233523,42.787593997396144,6.055006606729032,0.45408406990216565,1.5417884762655807,0.8084937641228294,6.370301565302139,22.33256592975462
58,Silt,15.079273541380207,31.23475293877666,26.237745004208474,4.830417481580822,0.26239838890296774,1.6677572925342221,2.7538658666129123,4.98281902622783,34.70290631653538
59,Clay,63.831597920401364,37.58756621470015,47.51662408792526,0.9844636987952002,0.4185272316459696,1.2730926237432851,2.778513237001949,5.658030165137399,24.64411083317793
60,Sandy,33.365291686520834,45.909072309872016,56.25137195634913,3.1103513974703625,0.3530569812154474,1.432583774406658,0.11558728297756059,6.132535551242592,11.733588875932861
61,Chalky,86.69334324230664,14.46994242010929,19.67003027747071,6.45298871691975,0.2950884971854454,1.3991176231885585,0.7429142931549213,8.334769555764494,33.03879327818463
62,Chalky,72.51318959552191,17.582646300703196,7.034309830743187,4.196170901599299,0.3771344395242481,1.29859640899977,1.4058511364925887,6.082987760881427,5.197706229252682
63,Silt,15.806517697012694,37.25290432055473,30.07580764851439,5.707786130358591,0.19163403399566828,1.6495568768768214,0.9080672148290909,4.963236360424268,22.651320521533204
64,Loamy,86.34952120589558,14.766988596542209,58.032197104181826,5.303892548922665,0.15691691116560494,1.008208412186431,2.250253994871505,8.389463127131414,11.853741265499181
65,Clay,28.178305517244233,22.271981683418726,34.99857345996875,7.575092017682545,0.48687151347074664,1.2480859628478516,0.25764633956662486,6.236068944563577,16.831050311442393
66,Silt,73.8661788361157,38.90581457349226,25.759491023162997,6.936237226613718,0.2566106796734048,1.6656802993510809,3.322246130359302,5.058828193825827,19.31838745984048
67,Silt,61.46242361659339,21.912851347722054,35.360224213707525,3.078501952652513,0.22148156148665943,1.697696387629946,1.917932954919319,6.944279279658662,24.598619519951427
68,Clay,52.90397195010535,11.584108747288461,14.095096717596537,4.232735635869586,0.20613484388728653,1.554933092365327,2.4158506047237713,7.73421683897029,17.40948870042876
69,Sandy,84.61308657858291,17.125666599672535,46.32391159281386,4.072822791390742,0.3489243109452221,1.2726199982104562,2.361204792883457,7.342116850875143,27.567170585222858
70,Clay,58.47002830553517,8.638746235297292,42.4249204673818,2.59211401295535,0.49857345176946755,1.6578595322157281,1.8577131487943819,5.746180353108159,11.561073145944317
71,Chalky,78.69787291446204,35.33761194816894,44.82674215344481,5.158112845200534,0.4579544855056794,1.067239078465277,2.3128437805989437,5.455839423790941,32.64671979668256
72,Sandy,76.21585090968934,7.062264660444904,21.62622340456315,2.4540345326490014,0.2601836701038285,1.2123157276741734,0.39670183156084393,8.0315357606696,26.064923111560724
73,Sandy,63.77402169417646,30.832468648221298,49.74346657623717,1.6975169707263906,,1.0739962104531866,1.5997374933196504,5.27548301565233,17.312072352849803
74,Loamy,49.229357422068745,47.752296607023396,54.114473696296145,1.3272177655167878,0.2828392161868057,1.088255399496245,2.8685040528501307,7.527113601620095,23.615366874233978
75,Silt,17.852441470999096,43.69430857832,57.55424068805459,2.648465326132376,0.14372184030144172,1.474435125773896,1.5283620332483834,4.59197159063812,19.13868125574936
76,Clay,22.31958729669237,8.28234966929686,40.12010373687492,4.049141253499832,0.17514548369924823,1.0576767481761147,1.0907937488212887,6.178317920805167,35.62186539878185
77,Sandy,52.624662461806366,37.15173831929736,24.149637339719686,1.3674413172366733,0.19719411997285854,1.5438666056797747,2.3039700270738095,8.439703743236457,24.122247728110136
78,Clay,36.57650140509045,36.054331127828966,26.31274562144472,5.568436051634002,0.46708994719458885,1.279066775356714,1.9587126692654837,7.035457362788634,32.60151487252631
79,Silt,26.627798968339683,18.427397541769253,36.10965577743972,7.026788393230888,0.49159356010576205,1.044563042623436,2.1804131671059386,5.7426289458519,32.822640075428254
80,Clay,87.3669356518707,9.919519615840121,36.65033599312789,3.7031587578668423,0.1908434015739353,1.2284855905560659,3.837724015304799,7.299068467950986,30.68823123359026
81,Peaty,78.68891368838032,43.43330473924678,48.58232761885913,7.049368299510848,0.261220997952252,1.319438694740468,0.6849826612558357,5.9132946521567895,31.278071400013456
82,Clay,44.42273035793848,29.943708198646224,9.671074876436455,1.6323712461264157,0.4926194098970649,1.2932463695731014,2.5042822997437426,8.255348993547884,12.858262039506311
83,Sandy,79.68716080911672,36.42854672855481,36.16267975766683,1.08138433283793,0.43887842585400716,1.408103863310548,0.21926952428991192,5.439726195137659,35.4865269313982
84,Loamy,14.756943369448505,25.601199721954053,24.17098507986765,6.603964699453552,0.27713491574518856,1.4022290285602772,2.6240232044617775,5.779935124734818,29.77325539377618
85,Peaty,17.938195408709213,15.006103865639947,50.867142308717625,7.81076334021843,0.28105011750172326,1.287694853343655,0.869405324981428,7.254979664121693,6.888566784597017
86,Chalky,85.84306675924773,16.715679209166872,24.363761839853566,3.0546788533979896,0.4514436766538087,1.7193768428141696,3.246942917102181,7.681173486206516,27.667717507090803
87,Loamy,65.10392685517468,29.067195903804816,30.730288999746943,5.429834879978723,0.11173762349742122,1.1760125289454957,1.1517560696833158,6.805887519572291,21.87064428020593
88,Loamy,71.14487796943436,15.554492410883979,17.520913325851986,5.4088499130678835,0.4722715360277556,1.2722289924797523,1.6641461827382082,5.657094315625677,9.984094038035357
89,Silt,76.63123468138329,22.9404035082675,21.26526767568143,5.641259732018821,,1.442931583065976,2.111471334002135,6.792358221316636,21.558213739572224
90,Loamy,14.257906763018635,8.348192839343849,35.558609345274306,4.7920610035447435,0.46057286385956286,1.1962153935510609,2.4788531407842096,5.376597419713909,37.281942139056504
91,Loamy,67.42541979140859,49.79771959591725,28.42498341514188,2.4232348489900852,0.12562622153323028,1.1201823839144986,1.2666575136902445,4.729701147352607,35.66095581859325
92,Clay,38.54401040240419,32.75075194712367,16.082836991488712,1.1062205713115245,0.48764227594768383,1.0050581934452532,0.7112599825838142,8.178661574911326,8.022817490743602
93,Peaty,75.44006220254077,11.572547089404512,31.0632134991347,0.6021882562085332,0.10342040575203373,1.7562395527875518,2.5772709012690176,6.424555336375358,20.418034230181004
94,Peaty,41.0151219409072,10.854874603528572,14.093849075958431,1.8522742548395743,0.48597021837316123,1.6273668723626715,1.823455924151102,6.4210302971804465,22.833995065477833
95,Clay,71.40914065220132,26.7478122651979,53.49510819949964,1.3998573951419835,0.12485055375800216,1.711082106372452,0.32476254162409446,7.479130428644309,29.187688808547104
96,Sandy,82.10327110196361,6.114456366661035,55.83102297816967,0.7866740861681019,0.15006239764981114,1.0321803687809743,2.193723441164195,6.740123478100072,31.830814044404626
97,Peaty,37.14324792820321,23.541675057073252,17.45362762369181,1.178306979422638,0.48517027695196857,1.0587147711828087,1.921867612251331,6.31714753198819,33.99714624495597
98,Peaty,47.54920337036086,47.52119794003021,7.877351871970326,0.8657423982171448,0.4167068479573295,1.44158742911919,2.0981235279432107,7.678423405235781,25.87301170402287
99,Peaty,52.99394712135828,42.051188799954005,55.98682002148685,4.610810485643753,0.43592449256334054,1.0185209677889606,0.5176439070081711,6.400099202909644,35.877674158685636
100,Silt,65.02739603996375,46.84816124289565,22.157532551542676,0.9286569157911785,0.2725947750948935,1.2171196218621265,1.9445994885201485,8.150923370206186,24.47774750274963
101,Peaty,77.52841771275924,10.000093193254935,15.337704811051408,7.971427369684074,0.1320766052176845,1.778100349547358,3.006492293112345,5.72493328578579,5.808168038376758
102,Sandy,26.831198493435757,21.68646849123097,55.56242448543037,4.2631022220788575,0.1595604713411663,1.2859652193683555,0.6176375625046002,4.634373652959306,21.051977173719862
103,Peaty,85.65112554288152,29.974887170962575,53.54456626172154,7.258398985002723,0.46948089541124916,1.7835186635704376,2.531990434293838,5.096740270623509,10.641079965216196
104,Chalky,72.84657065766999,37.41209766710612,7.924069580142861,4.158597566972023,0.253773491724352,1.0948156569896206,0.7936957703698971,7.776670311544819,25.093237310610526
105,Sandy,21.162751934233867,22.66048519645774,16.42078434772864,1.5190950175044455,0.40227079766718965,1.3080928112975352,1.3054577562082317,8.204838852695373,28.827511034734613
106,Peaty,36.86718105884018,19.352767504208515,49.691236869228206,6.804747020898976,0.37606115988375155,1.0046473024819929,1.5143539175269218,4.800324565420407,28.83601301936009
107,Chalky,30.109035161635134,18.727911370645884,19.69583360612275,,0.2895187080120646,1.47321382355378,3.0771986622577048,8.134826731211998,22.16523579943701
108,Sandy,22.721790235298513,40.525453259699,41.76424133218529,0.8033762389272565,0.4442372887419468,1.2734033538191145,0.9816709027115146,8.274722041374654,30.09159608905884
109,Clay,61.578667983787774,22.181949705454205,7.202523636822812,1.9325544896707227,0.36180166433321503,1.4031840487613252,1.1282535273611245,7.517318171572931,9.001703317987882
110,Peaty,15.263508979774754,5.734074922283275,51.28999188647684,4.996203763238244,0.3959231829610602,1.635775041093149,3.4933457010494355,7.54435199939981,38.171399282353065
111,Sandy,57.901661482575264,39.659691937773495,28.222317888630883,3.759953951960192,0.4347554299903654,1.44094896297588,2.999376514964772,4.506128419063629,34.512232792785795
112,Silt,76.21698762470997,12.260076814886267,30.853340554945206,1.7121514784823673,0.1890575145171022,1.5322179782604977,2.074367286179657,5.390818848619919,34.92620283841759
113,Silt,38.951563157659436,33.26950124023877,49.45462729960738,4.497427039729862,0.21731074552281046,1.377754636902715,1.332285111284287,5.358500291930552,6.156606993554534
114,Clay,49.17389528231251,6.325919356224651,29.979573909928362,7.6479059228942186,0.4022066767770688,1.5983222652339926,3.1877193987366876,6.82596657996144,13.027053497915979
115,Loamy,21.531415088627668,22.414354535093008,10.72647891621058,5.949578019560593,0.43168196371285794,1.482005868927843,2.2941082923260336,7.127711612767692,8.474458275206569
116,Silt,67.63276152906826,25.516945503415965,32.73983060926099,1.0193337174766137,0.3390508964871616,1.6926759982267514,1.3884020580125798,8.106685641402123,35.28899194991293
117,Peaty,82.69968566299957,48.78871985899959,30.121384179654605,2.898387866448094,,1.604712600139389,1.3278975810751608,6.45197782412094,31.246650434065423
118,Clay,68.62098090665029,8.96765660076862,29.751690380007094,5.692952196261511,0.4512073820098095,1.185634159172558,1.8833465777965275,6.504095255355655,8.365768563916538
119,Sandy,19.839411331615597,38.81822816102449,15.601346691066226,1.5510448484023236,0.420211870334803,1.419584448966389,3.7997782212577835,4.717059935337046,19.07284022658413
120,Chalky,37.636831645766556,48.413811346122976,14.019426968445181,4.5398888792581795,0.1981408554882821,1.699961025196809,2.6087508267594877,8.489739464490308,22.916923407042844
121,Chalky,23.855951111520326,17.460914602966177,47.7829459212705,4.595881074774078,0.2332095412768622,1.6871197282478487,2.7495139887288187,8.282380998095993,30.0294762858899
122,Chalky,57.154802453897474,15.154326711549897,39.0545033761767,1.1633233416909041,0.24429418889021762,1.3817087586283154,1.6089292833270552,4.787901670811413,15.269601006574552
123,Sandy,67.80032459419257,47.84308277789514,5.349369746285767,5.045958706515916,0.1371386949414516,1.2510233268545394,3.908614233266401,6.730791538293586,15.165267495135696
124,Sandy,88.02510719405832,27.030141075820318,50.94107395708757,7.2505464165825755,0.39257617874796213,1.168503499433391,1.6874946474316355,5.891325147745239,23.607571816586628
125,Sandy,50.23337634952121,42.01647859539788,11.675839625519531,5.387889909754801,0.26487731326479147,1.1554788334545258,0.1466945696868202,6.213338871075081,23.394995211205618
126,Peaty,60.98209913817172,40.75835760662924,45.572457589539276,7.366114644496227,0.3484011289333151,1.1150715867322378,3.224585827325286,7.106720733149264,8.925393740592027
127,Silt,18.525986399719407,19.67008937132856,10.283509986640896,5.101609107454,0.38378152507293084,1.799703325309971,2.1002536176554583,6.178850051025681,29.943811260753858
128,Chalky,22.420277590163373,13.436295794411684,58.425743268764805,6.13849868404594,0.10334362917371212,1.5300756362603787,0.6859088691801922,6.482323365925616,11.247612696332585
129,Sandy,28.53557167615812,36.63004848556989,54.52810369419423,7.19459594154061,0.11912820376800318,1.2516612348824951,0.1894511595865256,5.5922501749041835,34.74474935806244
130,Chalky,14.346423984480712,27.558640921857446,15.06600920373259,,0.23404188253646518,1.2346079410172828,3.969415764475576,4.829510218362527,32.0618839426117
131,Peaty,42.65409590867204,27.07247160103012,5.463456556301994,1.6848785775273813,0.3622192882125117,1.2443693367803665,2.624666715246411,7.520655892308971,39.33173733239486
132,Clay,86.09523344492123,29.579289795188917,8.280857033147143,1.3946894992687797,0.2913010593243245,1.697975966834262,1.9166252562480508,6.01354425651602,10.98775908304305
133,Chalky,62.2334401920994,6.15436159428025,49.48080340623535,7.651254123244807,0.47555545934274934,1.4105527929557928,1.402281391493372,8.046394809666175,38.05764657376349
134,Peaty,44.882645936582335,5.228043747693393,9.223004601192239,4.601933365119522,,1.2171922546935845,0.38156582609259504,8.279922956420094,30.643592459805188
135,Chalky,49.51037689010065,19.135267894114754,47.79803596526521,5.623244693244655,0.1415490390629644,1.638728929162926,2.6167978204138804,4.853363190781791,35.842930469075
136,Clay,21.730019734548513,19.56584428137011,50.08914793532883,5.088410246971127,0.1457428957698259,1.6001819573487492,1.5389884500602884,7.2374638775557525,6.199257063466362
137,Chalky,17.73925938180037,37.342916657473786,21.880045083549827,4.737025805380205,0.19001572533683633,1.374081326273848,3.9597851486134736,7.780514701542869,16.232088532405257
138,Silt,30.72237879762927,19.65497273269471,45.431697162986254,4.695619780707743,0.19448971210897345,1.5510033007318937,0.5231715716489992,7.088152284303102,6.031456986859801
139,Chalky,34.519639301211306,21.17988333806191,50.11672961071969,4.047815720281907,0.25157629501116685,1.5905166190345135,1.0598792492667481,5.814765212509126,11.367519432290644
140,Chalky,19.82781876338194,29.729565685547286,47.9344488353787,,0.3256341313437565,1.0396232381465897,1.6734325896117617,5.6380920443920175,35.94937630008178
141,Sandy,65.31253527371237,31.62240337557127,15.536032561268309,1.4066703267816907,0.1996747865101367,1.7004222639882327,3.2098800833435015,6.349005746324641,19.379159406999364
142,Chalky,83.85410810982486,19.998149749263256,29.710851802067147,5.868891248915828,0.30614557592739267,1.2295894332155297,3.1302834576567338,5.535916102410221,28.502598287371
143,Loamy,23.95084004059278,30.11473899669459,8.753428042946437,5.605638973037639,0.29112522734699936,1.7848829299902547,1.0522921440740256,8.082911803631259,21.93703208509308
144,Chalky,77.05034076309553,32.80184551895385,33.89268705579447,0.9679886527940644,0.2236340609912411,1.7265664473884499,1.5088891102940956,4.696142102305616,21.57707380491087
145,Clay,33.86589680416655,16.756014698928155,29.327807296178797,2.1279167575112843,0.2736225059438222,1.0154371676890586,0.3305367207897674,4.950697322811671,27.742794436479926
146,Loamy,58.5518434942946,15.608551999716592,54.643992570253594,6.4078224708064715,0.25334013695823854,1.496744819835591,1.5757221016438696,6.926050618530178,20.217329920763916
147,Peaty,17.095886771692335,45.06953779034853,5.994618545339189,2.2533154741913752,0.4800187094450693,1.7720927714876966,0.7564678933721654,7.133347975067986,5.724816817784727
148,Peaty,29.14396110289756,34.13525042915741,34.163298098687775,4.833018207904578,0.12754930820826238,1.451976769335001,3.6862545117996417,7.444134469463558,33.0180256977426
149,Loamy,22.64635899715124,18.998293048175864,45.27682864261374,1.127850132435833,0.4067862955071344,1.4925053233251333,3.251191198342078,5.602346326026488,14.57087084323219
150,Silt,22.902234175120437,29.784582123204295,30.517449221029764,2.1716160149099695,0.22376475361123518,1.744784327679029,0.743763233252937,5.67772282189818,28.49884692855887
151,Sandy,84.67726512104436,36.83330715256778,18.094873981372977,7.181507946635351,0.17415866547534664,1.4582090921487207,2.014001027949643,6.154613289633929,28.035729812923428
152,Peaty,39.10744507287565,6.018316295479941,38.54147533811975,3.213466192190614,0.44828007189095176,1.1955143740148373,3.8374663261348605,5.437946950097582,10.061424253680766
153,Loamy,25.686751995643043,46.392460533201096,59.29079239045579,6.544088523820978,0.2878153909039496,1.368230879336838,1.7013627495529617,6.008907119108484,10.762154431016256
154,Loamy,23.703438939998165,37.27538681713535,7.2550070265222,,0.3040553585780472,1.2799951341646505,1.847550399043808,7.2876751710600765,20.673149027848133
155,Chalky,63.834378520610706,22.65143624276004,15.782353033656879,2.9170290364913773,0.2663206707989533,1.1336966642541761,1.4318710620736612,6.494430003528244,16.962486761548426
156,Clay,67.47905433029345,46.951823522912186,31.98337578146028,4.749223592592954,0.2618089633770908,1.1712938422107961,2.0198361025296436,8.3664399356028,14.568802697296936
157,Loamy,88.38058865649965,7.51314948444381,37.86796673728335,4.50481135311014,0.3771413378018744,1.0488740138323605,2.4266036986325465,6.818380491844168,15.824430592528204
158,Loamy,60.08632661059666,38.93817231301675,39.32826179278906,7.885843234973837,0.4037630996363729,1.135003138408873,0.45080948186191117,5.814424350795184,13.905564240032115
159,Clay,46.70448854779367,28.682948120141642,8.31151855547099,3.0832267562081905,0.41562199980113046,1.2074284586400919,0.46087141699181755,5.227225132252914,8.876016787850126
160,Clay,27.93178643191892,34.915526617414116,11.760684800874266,5.402727161553237,0.3100809594145775,1.6066472782738646,3.0991797539433055,5.379460176186002,8.07517240141098
161,Peaty,13.14676408157644,26.212580797733377,56.95746372180344,5.671585692020819,0.3807982474704187,1.2927890867860246,3.932745737401645,4.564234104180905,35.80106215925892
162,Chalky,80.46295551225165,11.625384479020198,9.144070933381782,5.1975338817724,0.41104063144278336,1.5527728436978192,2.015850060717312,6.268561030647174,33.520578078129134
163,Silt,73.10839441533149,16.73567511032381,28.051131438301226,4.0942361662233315,0.3733313117977013,1.796925480547077,3.4593764106538183,8.340056710261948,22.29969717915405
164,Peaty,73.69333915540061,25.8369628513967,36.748934909865866,6.3760688861516375,0.17745929879255154,1.4653870824890212,3.488987140621511,7.609214342952333,16.193126745497878
165,Silt,35.7641895345565,46.34781186984717,22.278858705889828,6.26138066307214,0.38471033840470226,1.491310216513018,1.5412811642014783,5.702777492283288,29.034809885029055
166,Chalky,38.60730255117028,8.074512300722894,19.062306053849696,7.692770468900741,0.35926019873125004,1.4417668460859625,1.3825234014291057,7.695093668250044,8.82013675986753
167,Sandy,72.69170655971001,9.711896072909315,20.96139459980192,7.82722395751244,0.1384872523302767,1.31640507627534,2.9454443457971706,8.227057510728448,8.55494905994031
168,Clay,65.00527310352552,11.871894313058013,20.543591595618462,2.1143682717962236,0.358481729944391,1.1485979857302722,3.651047469046303,7.1907785213671005,9.939815588274545
169,Peaty,61.96856307458216,33.44543505796,25.866731402102584,5.408330390470354,0.45003546065890077,1.7820071587052484,3.4290531995867384,6.547219751412944,29.22277271104192
170,Chalky,54.37556978748526,21.483728175707988,11.384310969822085,,0.2652977024433954,1.3823739457514868,1.3452323086552977,5.043472734691784,33.754172469311946
171,Clay,39.46904589638323,11.715977263892057,51.94431064255159,7.717321459678951,0.15342309893010647,1.748707023092368,1.4846293891429014,4.8186646486796425,23.769769363629365
